Age,MonthlyIncome,JobSatisfaction,WorkLifeBalance,YearsAtCompany,OverTime,DistanceFromHome,NumCompaniesWorked,EnvironmentSatisfaction,JobInvolvement,PerformanceRating,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,Education,Department,JobRole,MaritalStatus,EducationField,Gender,BusinessTravel,StockOptionLevel,Attrition
48,1000,4,4,37,1,25,8,4,4,3,10,7,1,3,R&D,Lab Tech,Married,Life Sci,Female,Travel_Rarely,3,0
41,2544,2,3,7,0,23,4,3,2,1,3,12,3,2,HR,Healthcare Rep,Divorced,Medical,Male,Travel_Rarely,1,0
26,12795,2,3,0,0,16,4,2,3,2,14,14,6,3,R&D,Director,Single,Tech Degree,Female,Travel_Rarely,0,0
20,3193,1,4,23,0,13,3,1,2,1,4,12,5,3,Sales,Healthcare Rep,Married,Other,Male,Travel_Rarely,2,0
48,1000,2,3,6,0,8,5,4,1,1,9,4,0,4,R&D,Manager,Divorced,Marketing,Male,Travel_Rarely,1,0
57,1661,1,2,18,0,6,1,4,2,4,4,5,2,3,Sales,Mfg Dir,Single,Other,Female,Travel_Rarely,3,0
54,1000,2,1,21,1,6,2,2,4,1,6,4,5,5,Sales,Healthcare Rep,Divorced,Other,Female,Travel_Rarely,3,0
53,1000,2,4,34,1,9,0,3,4,4,13,12,4,5,Sales,Lab Tech,Divorced,Other,Female,Travel_Rarely,3,0
41,1612,2,3,29,1,4,1,1,2,2,8,4,6,4,Sales,Manager,Divorced,Tech Degree,Female,Travel_Rarely,2,0
48,1612,1,2,28,0,27,1,1,4,4,6,12,6,2,R&D,Mfg Dir,Married,Life Sci,Female,Travel_Rarely,0,1
23,7735,4,4,21,0,11,7,4,4,2,8,7,3,2,Sales,Healthcare Rep,Married,HR,Female,Travel_Rarely,3,0
19,18411,2,3,10,0,5,7,3,4,2,3,8,3,4,Sales,Mfg Dir,Divorced,Other,Female,Travel_Rarely,1,0
37,2319,1,4,19,0,25,1,1,3,2,9,14,4,2,Sales,Manager,Married,Medical,Female,Non-Travel,2,0
45,2800,1,3,28,0,17,5,2,1,1,13,9,6,1,Sales,HR,Married,Other,Female,Travel_Rarely,0,1
28,9314,2,4,33,1,20,4,3,4,4,9,10,1,5,Sales,Sales Rep,Divorced,Other,Male,Travel_Rarely,1,0
21,1560,2,2,0,0,7,2,3,2,3,3,4,2,1,R&D,HR,Married,Life Sci,Male,Travel_Rarely,1,0
32,1000,4,2,30,0,27,4,4,4,1,5,8,1,1,HR,Research Sci,Divorced,Medical,Male,Non-Travel,2,0
23,9589,1,1,29,0,15,4,4,3,2,7,10,4,1,HR,Sales Rep,Single,Life Sci,Female,Non-Travel,2,0
47,1000,1,4,17,0,25,4,1,2,3,13,1,4,4,HR,Sales Rep,Single,Other,Male,Travel_Frequently,2,0
55,4833,3,1,16,0,15,2,4,1,1,8,5,2,1,Sales,Lab Tech,Married,Life Sci,Female,Travel_Rarely,3,0
19,4127,1,4,37,1,14,2,3,2,3,0,0,4,3,Sales,Lab Tech,Married,Life Sci,Female,Travel_Rarely,0,0
32,2122,4,3,13,0,13,3,1,2,2,0,2,4,2,Sales,Mfg Dir,Divorced,Marketing,Female,Non-Travel,3,0
28,1893,3,3,22,1,11,6,1,2,3,12,2,6,4,R&D,Healthcare Rep,Single,Tech Degree,Female,Travel_Rarely,2,1
25,7388,3,1,24,0,28,1,3,2,3,7,13,5,3,Sales,HR,Divorced,HR,Male,Travel_Frequently,2,0
43,1000,3,4,14,0,13,9,1,4,2,10,4,6,3,R&D,Director,Single,Tech Degree,Male,Travel_Rarely,2,0
22,1351,2,1,21,0,26,3,2,1,3,6,16,2,5,Sales,Research Sci,Married,Tech Degree,Male,Travel_Rarely,3,0
23,6592,2,2,2,1,22,3,2,4,1,8,14,3,5,Sales,Director,Single,Medical,Female,Travel_Frequently,1,1
43,3973,1,1,18,1,28,0,1,3,3,10,5,1,3,HR,Mfg Dir,Married,Marketing,Female,Travel_Rarely,2,0
21,1000,3,1,33,0,24,9,4,3,4,2,13,3,5,R&D,Sales Rep,Single,Marketing,Male,Non-Travel,3,0
36,10691,4,3,34,0,29,7,2,2,1,9,13,3,2,R&D,Research Sci,Single,Life Sci,Female,Travel_Rarely,2,1
37,2499,2,1,0,0,9,0,1,4,3,11,16,5,2,R&D,Mfg Dir,Married,Tech Degree,Male,Non-Travel,3,0
50,8797,4,4,20,0,10,7,2,4,4,4,7,1,5,HR,Research Sci,Single,HR,Male,Travel_Rarely,0,0
37,7749,4,3,28,1,4,6,4,1,4,2,7,3,1,R&D,Sales Exec,Single,Medical,Male,Travel_Rarely,0,0
29,4896,2,1,5,0,17,8,3,1,4,14,8,2,3,HR,HR,Divorced,Marketing,Female,Travel_Frequently,3,0
18,3410,2,2,36,0,14,7,1,1,3,4,10,1,2,Sales,Lab Tech,Single,Life Sci,Male,Non-Travel,2,1
43,19449,2,1,0,0,24,4,1,4,2,9,12,0,5,R&D,HR,Married,HR,Female,Travel_Rarely,3,1
31,1000,2,1,0,0,18,7,1,1,4,0,12,5,5,R&D,Director,Single,Tech Degree,Male,Non-Travel,0,0
55,6457,3,1,26,0,11,9,1,1,2,13,4,3,2,R&D,Research Sci,Married,HR,Female,Travel_Rarely,3,0
54,1060,3,3,20,0,16,2,1,1,1,10,15,4,2,HR,Manager,Married,Marketing,Female,Non-Travel,0,0
28,2064,3,4,15,1,1,9,1,2,2,3,8,1,1,HR,Lab Tech,Single,Medical,Male,Travel_Rarely,0,0
53,1845,3,2,39,1,29,6,4,3,2,5,2,0,5,R&D,Director,Divorced,Tech Degree,Female,Travel_Rarely,1,0
30,14690,1,1,25,0,7,3,3,3,2,1,4,4,5,R&D,Sales Exec,Divorced,Medical,Female,Non-Travel,2,0
20,17110,3,4,15,1,28,4,4,4,2,12,7,0,4,R&D,Sales Exec,Single,Other,Female,Travel_Rarely,3,0
50,1010,2,4,27,0,10,8,4,4,2,6,13,3,1,HR,Manager,Divorced,HR,Male,Travel_Frequently,2,0
23,1000,4,3,0,0,9,6,3,2,1,7,2,4,2,R&D,Sales Rep,Single,HR,Female,Travel_Frequently,2,0
27,6364,3,2,35,0,27,3,4,3,1,0,12,3,2,Sales,Research Sci,Single,Life Sci,Male,Travel_Rarely,0,0
22,2706,1,3,9,0,28,5,2,1,2,12,10,4,3,R&D,Sales Exec,Single,Tech Degree,Male,Travel_Frequently,0,1
40,1000,2,4,16,0,28,9,4,1,2,3,7,1,2,Sales,Lab Tech,Married,HR,Female,Travel_Rarely,3,0
27,5756,4,4,22,0,25,6,1,4,4,10,9,6,5,R&D,Director,Married,Marketing,Male,Travel_Rarely,3,0
19,3938,4,4,6,0,3,9,2,3,1,3,6,2,2,R&D,Manager,Married,Other,Male,Travel_Rarely,3,0
30,19691,3,3,6,1,22,8,2,4,3,12,15,6,5,R&D,Sales Rep,Divorced,Marketing,Male,Travel_Rarely,0,0
57,1290,4,2,14,0,23,3,3,4,1,4,5,2,5,R&D,Sales Rep,Married,Medical,Male,Travel_Rarely,1,0
19,2587,3,1,33,0,14,9,4,1,3,13,15,6,1,Sales,Mfg Dir,Married,Other,Male,Travel_Rarely,3,0
37,3910,3,3,3,0,26,2,4,1,4,11,15,0,2,Sales,Director,Married,Other,Female,Travel_Rarely,0,0
18,7843,2,4,13,0,25,7,2,3,2,11,0,5,1,R&D,Lab Tech,Divorced,Marketing,Female,Travel_Rarely,1,0
54,3979,2,3,13,0,15,0,4,4,4,3,2,4,5,Sales,Sales Exec,Single,HR,Male,Travel_Rarely,2,0
26,4745,1,4,15,1,2,8,4,2,2,8,5,3,2,R&D,Mfg Dir,Single,Marketing,Male,Travel_Rarely,0,0
34,1281,2,1,6,0,24,0,3,3,1,6,3,5,2,HR,Healthcare Rep,Married,Tech Degree,Female,Non-Travel,3,0
26,9383,2,1,31,0,14,1,2,4,2,12,3,1,1,R&D,Lab Tech,Married,Medical,Female,Travel_Rarely,3,0
28,2798,3,2,18,0,16,7,1,3,3,1,3,1,1,HR,Research Sci,Married,Other,Female,Travel_Rarely,1,0
32,1000,2,4,1,0,7,8,2,3,3,0,9,1,5,HR,Director,Single,Tech Degree,Male,Travel_Rarely,1,0
41,5456,3,2,9,0,4,6,3,3,4,8,8,2,5,R&D,Manager,Married,HR,Male,Travel_Rarely,0,0
55,1217,3,2,16,0,18,2,3,2,1,0,7,3,2,Sales,Sales Exec,Married,HR,Female,Travel_Rarely,1,0
52,1000,2,1,36,0,24,6,3,2,3,5,16,1,2,Sales,Healthcare Rep,Married,Marketing,Male,Travel_Rarely,0,0
47,9902,1,3,11,0,27,5,4,1,4,14,16,1,4,R&D,Research Sci,Single,Life Sci,Female,Travel_Rarely,1,0
48,3082,1,3,5,0,5,1,2,1,1,14,0,6,4,R&D,Manager,Married,Other,Female,Travel_Frequently,2,0
22,6917,4,2,21,1,6,2,4,4,1,1,13,0,3,Sales,Sales Exec,Married,Other,Male,Travel_Rarely,3,0
31,1716,4,1,31,0,27,9,4,3,4,3,10,4,5,R&D,Sales Rep,Married,Life Sci,Female,Travel_Rarely,3,0
28,7731,2,4,19,1,7,9,2,4,3,5,2,4,3,R&D,Healthcare Rep,Divorced,HR,Female,Travel_Frequently,2,0
26,1000,1,3,0,1,15,4,3,1,3,4,7,4,3,R&D,Healthcare Rep,Married,HR,Female,Travel_Frequently,3,0
51,2200,3,2,5,0,26,9,1,2,4,10,9,5,1,HR,Mfg Dir,Single,Other,Female,Travel_Rarely,3,0
29,19097,4,3,18,0,1,3,1,1,3,5,16,6,1,R&D,Mfg Dir,Married,Medical,Female,Non-Travel,3,0
52,7899,3,3,17,0,24,1,2,4,4,2,7,6,4,HR,Sales Rep,Divorced,Other,Male,Travel_Rarely,3,0
52,3438,4,4,5,0,4,3,2,1,3,4,0,0,3,R&D,Sales Exec,Divorced,HR,Female,Travel_Rarely,2,1
18,2075,2,1,32,0,29,7,3,4,3,1,6,2,4,R&D,Mfg Dir,Married,HR,Male,Travel_Rarely,0,1
57,10283,1,4,22,1,25,4,2,4,4,6,8,5,5,HR,Mfg Dir,Single,Medical,Male,Travel_Rarely,3,0
39,3935,4,1,22,1,1,4,2,4,4,2,11,0,2,HR,HR,Married,Tech Degree,Female,Travel_Rarely,2,0
46,7102,1,3,25,0,11,9,3,4,3,0,8,1,1,Sales,HR,Married,Tech Degree,Female,Non-Travel,3,0
25,7014,3,2,12,0,18,2,3,1,4,13,2,3,5,Sales,Lab Tech,Divorced,Medical,Female,Travel_Rarely,2,0
28,1000,2,4,6,0,14,7,4,4,3,7,3,5,5,R&D,HR,Married,Medical,Male,Non-Travel,2,0
58,1000,1,1,14,1,22,5,2,4,2,7,9,5,1,R&D,Sales Exec,Married,Tech Degree,Male,Non-Travel,0,0
54,5388,2,3,26,0,11,1,1,3,1,2,3,1,1,R&D,Sales Exec,Married,Tech Degree,Male,Travel_Rarely,1,0
31,1000,1,1,25,0,10,1,2,4,1,12,8,1,3,HR,HR,Married,Tech Degree,Female,Travel_Rarely,0,0
47,1475,3,1,32,0,27,8,1,1,3,6,0,3,4,Sales,Research Sci,Divorced,Tech Degree,Female,Travel_Rarely,0,0
52,14653,3,1,14,0,17,6,1,4,1,8,4,4,5,R&D,Manager,Married,Other,Female,Non-Travel,3,1
38,4106,2,3,35,1,4,9,1,2,3,7,8,5,3,Sales,Sales Rep,Divorced,Other,Female,Travel_Frequently,2,0
54,6946,3,2,26,0,24,8,4,2,4,2,4,0,3,HR,Sales Exec,Married,Marketing,Female,Non-Travel,1,0
22,4082,4,2,4,0,15,5,3,4,2,14,5,2,5,HR,Sales Exec,Single,Medical,Male,Travel_Rarely,2,0
36,4020,1,2,1,1,26,4,3,2,1,12,7,1,5,R&D,Lab Tech,Married,Life Sci,Male,Travel_Rarely,3,1
31,1000,3,1,32,0,16,0,4,2,1,1,9,1,2,Sales,Sales Exec,Single,Marketing,Male,Travel_Rarely,2,0
43,2105,4,3,15,0,21,5,3,1,4,12,10,2,4,R&D,Healthcare Rep,Single,Life Sci,Female,Travel_Rarely,3,0
21,1659,2,1,22,0,13,5,4,3,2,9,12,0,5,R&D,Manager,Married,Life Sci,Female,Non-Travel,0,1
42,2477,4,2,37,0,9,2,2,2,2,6,3,1,1,R&D,Sales Exec,Married,HR,Male,Non-Travel,0,0
59,8005,2,2,15,0,11,2,4,2,2,6,10,2,2,HR,HR,Married,Medical,Female,Travel_Rarely,3,0
42,2325,2,3,13,0,11,2,3,3,4,8,11,6,4,HR,Sales Exec,Single,Other,Male,Travel_Rarely,0,0
35,3004,1,1,28,0,6,2,3,3,1,4,4,1,1,R&D,Sales Rep,Married,Marketing,Female,Travel_Rarely,2,0
57,2532,1,4,25,0,1,6,2,2,1,3,9,4,1,R&D,Lab Tech,Married,Medical,Female,Non-Travel,1,0
25,1000,4,4,34,1,22,9,4,4,2,7,6,4,4,Sales,Sales Rep,Divorced,Tech Degree,Female,Travel_Rarely,1,0
56,2908,1,2,14,1,6,1,2,2,4,13,8,1,2,R&D,Manager,Married,Medical,Female,Travel_Rarely,2,0
57,1088,1,3,2,0,13,9,1,4,4,3,8,6,1,R&D,Manager,Married,Life Sci,Male,Travel_Rarely,1,0
31,1033,1,1,22,0,22,9,4,4,4,3,9,1,3,R&D,Manager,Single,Other,Female,Non-Travel,2,0
49,1000,4,1,28,0,24,1,2,4,2,11,9,4,4,Sales,Lab Tech,Married,Tech Degree,Male,Travel_Rarely,3,0
55,2205,3,2,33,0,22,2,2,3,4,13,1,6,4,Sales,Sales Rep,Married,Medical,Male,Travel_Rarely,1,0
50,7083,1,2,32,1,5,9,3,2,2,11,3,1,5,Sales,Mfg Dir,Divorced,Medical,Male,Travel_Rarely,3,0
40,1617,1,1,22,0,15,6,4,2,2,1,7,6,2,R&D,Healthcare Rep,Single,Other,Male,Travel_Rarely,3,0
32,1872,4,1,6,0,27,2,1,1,2,12,13,0,3,R&D,Manager,Married,Life Sci,Male,Travel_Frequently,2,0
50,5145,3,2,2,0,18,6,1,3,3,14,16,0,3,R&D,Research Sci,Married,Tech Degree,Female,Travel_Rarely,1,0
42,1089,1,1,31,0,20,8,4,1,2,0,12,3,5,R&D,Sales Rep,Single,Life Sci,Male,Travel_Rarely,0,0
34,11363,2,4,30,0,14,9,4,1,4,3,12,0,1,R&D,Sales Rep,Married,Other,Male,Travel_Rarely,0,0
50,3671,4,2,17,0,15,3,2,4,3,6,7,5,1,R&D,HR,Divorced,Medical,Male,Travel_Rarely,0,0
19,2967,1,1,6,1,26,6,3,3,1,11,11,6,3,R&D,Director,Married,Marketing,Male,Non-Travel,0,1
31,4080,1,2,0,1,5,8,3,1,1,8,0,5,2,HR,Director,Divorced,Marketing,Male,Travel_Rarely,2,0
57,1000,2,3,13,0,26,7,3,2,4,8,2,5,1,R&D,Lab Tech,Single,HR,Female,Non-Travel,3,0
57,4752,2,2,31,0,4,7,4,1,4,11,11,1,4,R&D,Manager,Married,Marketing,Male,Travel_Frequently,1,0
56,2255,4,2,5,1,2,8,3,3,4,9,12,1,5,Sales,HR,Married,Other,Female,Travel_Rarely,2,0
23,11374,4,3,38,0,7,4,2,2,4,14,9,2,2,R&D,Manager,Married,Other,Male,Non-Travel,0,0
23,1000,2,4,9,0,10,4,4,2,3,0,14,6,1,HR,Manager,Divorced,Other,Female,Non-Travel,1,0
20,3536,4,1,6,0,16,2,4,2,4,4,1,5,3,HR,HR,Single,Tech Degree,Female,Travel_Rarely,2,0
24,4557,2,3,25,1,10,4,3,4,2,6,2,5,5,HR,HR,Divorced,HR,Female,Travel_Rarely,3,0
25,1000,1,2,33,0,18,7,1,2,1,12,13,0,1,Sales,Healthcare Rep,Married,Tech Degree,Female,Travel_Rarely,0,0
59,2260,2,1,29,0,17,4,1,4,4,6,6,4,3,R&D,Sales Exec,Single,Marketing,Female,Travel_Rarely,1,0
32,6595,2,3,35,1,21,3,2,4,2,9,7,6,1,R&D,Director,Divorced,Marketing,Female,Travel_Frequently,1,0
46,8584,3,1,20,1,28,7,3,1,4,5,10,4,5,R&D,Sales Exec,Married,Medical,Female,Travel_Rarely,0,0
50,1878,2,1,16,1,13,6,3,1,2,10,5,6,4,Sales,HR,Divorced,Tech Degree,Male,Travel_Rarely,3,0
47,8012,2,3,32,0,1,5,4,2,3,9,10,6,4,HR,Lab Tech,Married,Life Sci,Female,Travel_Rarely,0,0
56,17172,3,1,9,0,1,4,4,3,1,3,16,3,3,HR,HR,Divorced,Medical,Male,Non-Travel,3,0
44,9720,4,4,11,1,15,4,3,2,1,2,9,2,4,R&D,Sales Exec,Married,Tech Degree,Male,Travel_Rarely,1,0
53,1000,3,3,15,1,1,9,4,1,3,11,16,4,5,Sales,Mfg Dir,Single,Other,Male,Travel_Rarely,0,0
46,6730,1,4,31,0,6,1,3,2,2,12,1,3,3,Sales,Mfg Dir,Married,HR,Female,Travel_Rarely,3,0
55,1925,3,2,14,0,25,3,2,1,4,8,5,0,1,R&D,Director,Single,Tech Degree,Male,Travel_Rarely,3,0
50,20000,1,1,26,1,26,7,4,2,2,14,4,2,2,R&D,Research Sci,Married,HR,Female,Non-Travel,2,0
54,3321,4,2,27,1,13,7,3,3,1,11,3,2,1,HR,Lab Tech,Single,HR,Female,Travel_Frequently,3,0
44,1000,3,2,16,0,27,0,4,2,3,12,1,5,5,R&D,Manager,Single,Marketing,Female,Travel_Rarely,0,0
50,6458,3,1,1,0,28,1,2,3,3,9,11,6,3,R&D,Sales Rep,Single,Life Sci,Male,Travel_Rarely,0,1
21,1950,4,3,35,0,1,4,4,3,2,3,2,6,1,R&D,HR,Married,Tech Degree,Male,Travel_Rarely,3,0
39,20000,1,1,6,0,5,8,3,2,2,7,5,1,3,Sales,Mfg Dir,Married,Life Sci,Female,Travel_Rarely,0,0
19,19506,3,2,12,0,9,9,4,3,3,12,13,6,4,HR,Research Sci,Married,HR,Female,Travel_Rarely,1,0
27,5337,1,2,14,0,25,6,4,3,1,0,7,6,2,R&D,Lab Tech,Single,Marketing,Female,Travel_Rarely,1,0
22,1000,3,3,24,0,17,9,3,1,4,6,13,6,5,HR,Lab Tech,Married,Life Sci,Female,Travel_Frequently,0,1
27,5805,2,1,22,0,16,4,1,1,4,11,2,5,1,R&D,Mfg Dir,Married,Medical,Male,Travel_Rarely,3,0
50,1000,3,2,21,0,8,0,4,3,2,5,15,0,2,R&D,Sales Rep,Married,HR,Male,Travel_Frequently,1,0
55,1000,4,4,25,1,17,5,4,4,3,12,14,6,5,Sales,Research Sci,Divorced,Medical,Male,Non-Travel,3,0
30,8656,4,2,32,0,15,7,2,2,3,11,6,5,5,R&D,Healthcare Rep,Married,Other,Male,Travel_Rarely,0,1
48,1177,1,2,10,0,24,6,1,3,3,0,14,2,4,R&D,Sales Rep,Married,Life Sci,Male,Travel_Rarely,2,0
53,2382,3,3,9,1,1,1,2,2,1,14,12,5,3,R&D,Sales Exec,Single,Life Sci,Female,Non-Travel,1,0
41,18145,1,4,24,0,12,4,3,1,2,3,5,6,3,R&D,Lab Tech,Single,Life Sci,Female,Non-Travel,0,0
32,2053,1,2,36,1,5,3,3,2,2,11,14,3,2,Sales,Research Sci,Divorced,Other,Male,Travel_Rarely,1,0
46,1758,2,2,37,1,24,8,2,3,2,14,16,5,4,HR,Mfg Dir,Divorced,Tech Degree,Female,Travel_Rarely,3,0
25,12517,2,4,23,0,6,9,4,3,1,13,3,4,5,HR,Lab Tech,Single,HR,Male,Travel_Rarely,2,0
22,1000,4,1,39,1,25,0,1,3,2,4,13,0,4,Sales,Sales Rep,Married,HR,Female,Travel_Rarely,2,0
46,7126,1,1,32,0,1,5,2,3,4,10,14,0,4,HR,Manager,Married,HR,Female,Travel_Rarely,0,0
21,20000,4,2,16,0,25,2,2,4,2,7,11,2,2,Sales,Manager,Married,Tech Degree,Female,Travel_Rarely,1,0
29,11578,3,2,23,0,1,8,3,4,2,14,9,5,3,R&D,Lab Tech,Divorced,Life Sci,Male,Travel_Rarely,2,0
19,5272,1,1,36,0,10,4,4,4,2,3,5,2,4,R&D,Research Sci,Single,Life Sci,Male,Travel_Rarely,1,0
44,1884,1,3,1,1,10,5,1,3,1,2,8,2,4,HR,Research Sci,Married,Other,Male,Travel_Rarely,3,0
48,1467,3,4,31,0,3,8,2,4,4,1,1,3,4,Sales,Sales Exec,Single,Medical,Female,Non-Travel,3,0
53,8553,3,4,23,0,17,8,1,2,4,3,3,1,1,R&D,Sales Exec,Married,Tech Degree,Female,Travel_Rarely,0,0
53,10593,4,3,8,0,19,7,1,3,3,10,8,2,4,R&D,Mfg Dir,Single,Marketing,Female,Travel_Rarely,2,0
43,3726,4,3,3,0,28,8,2,1,3,9,14,1,4,R&D,Manager,Divorced,Tech Degree,Female,Non-Travel,2,0
44,1400,3,3,16,0,11,3,1,3,4,13,12,1,5,R&D,Mfg Dir,Married,Other,Female,Travel_Rarely,1,0
22,1000,4,3,16,0,29,5,3,2,2,12,7,0,1,Sales,Research Sci,Divorced,Medical,Male,Travel_Rarely,3,0
37,1000,3,3,29,1,18,4,4,4,2,3,15,4,4,R&D,Sales Exec,Single,Medical,Male,Travel_Frequently,2,0
28,6348,1,3,39,0,2,4,4,3,2,12,10,4,4,HR,Sales Rep,Single,Medical,Female,Travel_Rarely,0,0
27,2724,1,4,10,1,9,3,4,4,1,9,9,5,2,R&D,HR,Single,Life Sci,Male,Travel_Rarely,0,1
57,11788,2,3,20,0,24,1,3,3,2,4,7,3,2,HR,HR,Married,Marketing,Female,Travel_Rarely,2,0
55,6729,1,1,20,1,17,5,3,2,1,12,0,3,1,R&D,Director,Divorced,Medical,Female,Travel_Rarely,0,1
23,1061,3,3,17,0,28,8,3,3,4,6,9,4,5,R&D,Lab Tech,Married,HR,Male,Travel_Rarely,2,0
25,4756,4,3,28,0,14,0,4,4,2,8,2,5,1,R&D,Healthcare Rep,Single,Life Sci,Female,Travel_Rarely,2,0
40,2859,2,4,23,0,4,6,1,4,2,1,10,6,1,Sales,Healthcare Rep,Single,Marketing,Male,Travel_Rarely,2,0
43,4304,4,4,9,1,29,5,3,2,3,4,2,4,2,HR,Sales Rep,Single,HR,Male,Travel_Frequently,2,0
29,6698,3,3,16,0,17,2,2,3,4,10,7,5,2,Sales,Director,Married,Marketing,Male,Non-Travel,1,0
43,8204,1,4,17,1,17,0,3,1,2,9,13,5,5,HR,Manager,Married,Other,Female,Travel_Rarely,2,0
30,9281,2,2,19,0,12,3,2,3,1,8,5,5,4,Sales,Sales Rep,Married,Marketing,Male,Travel_Rarely,0,0
57,1464,3,4,36,0,28,8,4,2,4,11,14,5,5,R&D,Sales Rep,Married,HR,Female,Travel_Rarely,3,0
35,1000,2,4,17,0,20,1,2,1,3,13,13,0,4,Sales,HR,Single,Tech Degree,Female,Travel_Rarely,1,0
42,6721,2,4,16,1,18,2,3,2,4,12,6,0,3,Sales,Healthcare Rep,Single,Marketing,Female,Travel_Rarely,3,0
50,1000,1,4,8,0,3,1,3,3,1,2,9,4,2,R&D,Manager,Married,Tech Degree,Female,Travel_Rarely,3,0
57,1891,3,1,13,1,11,1,1,1,3,0,14,5,3,Sales,Lab Tech,Married,Marketing,Female,Travel_Rarely,3,0
29,1000,4,1,28,1,25,9,4,2,1,1,9,2,3,R&D,Lab Tech,Married,Other,Female,Travel_Rarely,3,0
53,5723,2,1,30,0,18,7,2,4,4,13,16,5,2,R&D,HR,Single,HR,Female,Non-Travel,3,1
21,1000,2,3,3,0,4,2,4,1,3,5,16,2,3,Sales,Director,Single,Marketing,Female,Travel_Rarely,0,0
22,5325,4,3,17,1,17,6,3,1,1,4,11,0,1,HR,Lab Tech,Single,Medical,Male,Travel_Rarely,2,0
54,20000,3,2,19,0,18,7,1,2,4,0,14,5,4,R&D,Director,Single,Other,Male,Travel_Rarely,0,0
25,1000,2,1,8,1,5,2,3,4,1,0,11,1,5,R&D,Healthcare Rep,Single,Medical,Female,Travel_Rarely,1,0
59,1000,2,3,12,0,14,1,3,1,2,10,8,4,2,R&D,Research Sci,Married,Other,Female,Travel_Rarely,0,0
45,2080,2,4,14,0,10,7,3,2,4,3,4,5,1,R&D,Sales Rep,Single,Other,Male,Non-Travel,1,0
48,10064,3,4,26,1,15,2,2,1,3,11,3,3,5,R&D,Mfg Dir,Single,Marketing,Male,Travel_Rarely,2,0
26,1213,3,1,14,0,1,6,3,1,3,14,11,2,5,Sales,Manager,Divorced,HR,Male,Travel_Rarely,3,0
46,2234,4,2,27,0,16,0,4,1,2,3,15,6,5,R&D,Sales Exec,Married,HR,Male,Non-Travel,2,0
31,1000,3,2,36,0,11,5,4,4,1,14,8,6,3,R&D,Sales Exec,Divorced,Life Sci,Male,Non-Travel,0,0
57,7201,3,4,18,0,23,8,1,3,1,5,2,5,3,R&D,Sales Rep,Married,HR,Male,Travel_Rarely,0,0
58,2623,1,2,25,0,20,2,4,3,3,5,2,1,3,R&D,Sales Rep,Married,Tech Degree,Female,Travel_Rarely,2,0
39,7119,4,1,25,1,6,6,3,4,1,9,16,2,3,R&D,Sales Rep,Single,Marketing,Male,Travel_Rarely,2,0
28,11696,2,4,24,0,24,5,3,4,4,13,9,1,1,Sales,Manager,Married,Medical,Male,Travel_Rarely,0,0
40,1324,3,3,25,0,29,7,4,2,4,5,1,6,3,R&D,Healthcare Rep,Single,HR,Male,Travel_Rarely,2,0
18,8235,2,3,25,0,22,2,1,1,3,0,10,4,2,R&D,Research Sci,Single,Medical,Male,Travel_Rarely,1,0
54,1000,2,2,27,0,16,2,1,4,4,9,2,6,5,Sales,Sales Rep,Divorced,Life Sci,Female,Travel_Rarely,1,0
38,11455,1,4,17,0,2,3,4,2,3,8,1,4,1,Sales,Mfg Dir,Married,Marketing,Female,Travel_Rarely,0,0
43,5260,3,4,31,1,1,2,2,3,1,10,8,4,3,Sales,Research Sci,Divorced,HR,Female,Travel_Frequently,0,0
53,10366,4,3,2,1,24,8,2,3,1,6,1,0,5,HR,Manager,Married,Medical,Female,Travel_Rarely,2,0
40,1000,3,4,1,0,24,3,2,3,1,6,1,6,1,R&D,Sales Rep,Married,Other,Female,Travel_Rarely,2,0
18,1000,2,4,32,0,9,5,2,3,2,10,14,6,5,Sales,Manager,Married,HR,Female,Travel_Rarely,3,0
57,2469,4,4,18,0,22,7,4,2,3,6,2,1,1,Sales,Research Sci,Married,Life Sci,Female,Travel_Rarely,1,0
32,2386,3,2,16,0,12,7,1,1,4,1,4,5,4,R&D,Director,Married,Other,Female,Travel_Rarely,0,0
38,1285,2,4,32,0,17,4,3,2,1,1,10,3,1,R&D,Director,Divorced,Medical,Male,Travel_Rarely,0,0
26,2403,2,1,11,0,25,4,3,1,2,5,6,3,3,R&D,Lab Tech,Single,Medical,Male,Travel_Rarely,0,0
26,1000,1,2,2,0,28,5,4,3,4,6,5,4,5,HR,Sales Exec,Married,Marketing,Female,Travel_Frequently,0,1
27,2661,1,4,25,0,29,9,3,4,4,2,13,3,5,R&D,Director,Married,Marketing,Female,Travel_Rarely,3,0
43,8106,1,4,34,0,15,6,2,4,4,12,0,2,5,Sales,HR,Single,Medical,Female,Non-Travel,1,1
58,3260,2,1,7,1,19,9,1,4,1,3,16,1,2,R&D,Director,Married,Other,Male,Travel_Rarely,3,0
52,1000,3,2,35,0,27,6,4,1,4,13,16,1,2,HR,Healthcare Rep,Married,Marketing,Female,Non-Travel,1,0
42,2736,1,3,6,0,22,3,1,3,3,11,13,1,3,R&D,Sales Rep,Single,Medical,Female,Travel_Rarely,0,0
43,1000,3,3,35,0,10,5,4,2,2,2,9,2,4,R&D,Healthcare Rep,Single,Other,Female,Travel_Rarely,1,0
28,16942,1,2,15,0,29,6,4,4,4,6,7,5,2,R&D,Lab Tech,Married,Tech Degree,Female,Travel_Rarely,0,0
